age,workclass,education,marital-status,race,sex,hours-per-week,native-country,class
38,Self-emp-not-inc, HS-grad, Separated, White,Male,25,United-States,<=50K
48,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,<=50K
53,Others, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
33,Private, Assoc-acdm, Married-civ-spouse, White,Male,46,United-States,<=50K
34,Self-emp-not-inc, Assoc-voc, Widowed, White,Female,40,United-States,<=50K
41,Federal-gov, Masters, Married-civ-spouse, White,Male,50,Others,>50K
20,Others, Assoc-acdm, Never-married, White,Female,20,United-States,<=50K
58,Local-gov, HS-grad, Widowed, White,Male,40,United-States,<=50K
52,Private, 10th, Divorced, White,Male,40,United-States,<=50K
45,Local-gov, Some-college, Married-civ-spouse, White,Male,47,United-States,>50K
37,Private, 7th-8th, Separated, Black,Male,40,United-States,<=50K
48,Private, HS-grad, Married-civ-spouse, White,Male,40,Dominican-Republic,<=50K
40,Federal-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
29,Private, Bachelors, Married-civ-spouse, White,Male,45,United-States,<=50K
33,Private, Assoc-voc, Married-civ-spouse, Asian-Pac-Islander,Male,10,United-States,<=50K
51,Others, HS-grad, Married-civ-spouse, White,Male,24,United-States,<=50K
48,Private, HS-grad, Married-civ-spouse, Black,Male,48,United-States,<=50K
36,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Female,40,United-States,<=50K
31,Private, Some-college, Divorced, White,Female,35,United-States,<=50K
41,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
29,Federal-gov, Bachelors, Never-married, White,Male,40,United-States,<=50K
20,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
53,Federal-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
37,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
28,Private, Bachelors, Married-civ-spouse, White,Female,35,United-States,<=50K
27,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
57,Others, Preschool, Separated, White,Male,40,United-States,<=50K
23,Private, Some-college, Never-married, White,Female,40,Nicaragua,<=50K
25,Private, Assoc-voc, Married-civ-spouse, White,Male,56,United-States,>50K
63,Private, Some-college, Married-civ-spouse, White,Male,38,United-States,<=50K
65,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,18,United-States,<=50K
77,Private, HS-grad, Widowed, White,Female,40,United-States,<=50K
32,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
67,Private, HS-grad, Widowed, White,Female,40,United-States,<=50K
35,Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Female,40,Others,<=50K
24,Local-gov, Masters, Never-married, White,Female,40,United-States,<=50K
53,State-gov, Doctorate, Married-civ-spouse, White,Male,50,United-States,>50K
37,Self-emp-inc, Masters, Divorced, Black,Male,40,United-States,>50K
44,State-gov, Some-college, Separated, Black,Female,40,United-States,<=50K
25,Others, 11th, Divorced, White,Female,40,United-States,<=50K
17,Private, 11th, Never-married, White,Female,20,United-States,<=50K
47,Private, Assoc-voc, Married-civ-spouse, White,Male,60,United-States,>50K
62,Federal-gov, 10th, Married-civ-spouse, Black,Male,40,United-States,<=50K
39,Private, Assoc-acdm, Divorced, White,Male,60,United-States,<=50K
18,Others, 11th, Never-married, White,Male,30,United-States,<=50K
32,State-gov, Some-college, Divorced, White,Female,40,United-States,<=50K
25,Private, Bachelors, Married-civ-spouse, Black,Female,40,United-States,>50K
30,Private, HS-grad, Married-civ-spouse, White,Male,65,United-States,>50K
47,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
40,Private, 10th, Divorced, White,Male,40,United-States,<=50K
38,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
41,State-gov, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
21,Private, Some-college, Never-married, White,Male,20,United-States,<=50K
32,State-gov, Assoc-acdm, Married-civ-spouse, White,Male,48,United-States,>50K
54,Private, 7th-8th, Never-married, Black,Male,50,United-States,<=50K
31,Private, Preschool, Never-married, Amer-Indian-Eskimo,Male,25,United-States,<=50K
42,Private, Assoc-voc, Divorced, White,Male,40,United-States,<=50K
23,Private, 10th, Never-married, White,Male,40,Mexico,<=50K
18,Private, HS-grad, Never-married, White,Female,33,United-States,<=50K
65,Others, 7th-8th, Widowed, White,Female,12,United-States,<=50K
37,Private, Some-college, Never-married, White,Male,50,United-States,<=50K
53,State-gov, Assoc-acdm, Divorced, Amer-Indian-Eskimo,Female,40,United-States,<=50K
50,Private, HS-grad, Married-civ-spouse, White,Male,84,United-States,<=50K
64,Private, HS-grad, Widowed, White,Female,40,United-States,>50K
55,Private, Masters, Married-civ-spouse, White,Male,60,United-States,<=50K
63,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
53,Private, Some-college, Divorced, Other,Female,45,Mexico,<=50K
18,Private, 11th, Never-married, White,Male,40,United-States,<=50K
33,Private, 11th, Married-civ-spouse, White,Male,40,Mexico,<=50K
62,Private, 11th, Widowed, Black,Female,40,United-States,<=50K
56,Private, Masters, Married-civ-spouse, White,Male,48,Germany,>50K
58,State-gov, Masters, Married-civ-spouse, White,Male,43,United-States,>50K
33,Private, 10th, Separated, White,Female,38,United-States,<=50K
58,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,<=50K
44,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
81,Private, 7th-8th, Widowed, White,Female,40,United-States,<=50K
28,Private, HS-grad, Never-married, Asian-Pac-Islander,Male,35,China,<=50K
28,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
43,Private, Bachelors, Married-civ-spouse, White,Male,45,United-States,>50K
51,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,<=50K
23,Private, Some-college, Never-married, White,Male,52,United-States,<=50K
48,Self-emp-not-inc, HS-grad, Separated, White,Female,45,United-States,<=50K
45,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,48,United-States,>50K
48,Private, 10th, Married-civ-spouse, White,Male,70,United-States,<=50K
37,State-gov, HS-grad, Divorced, White,Female,16,United-States,<=50K
34,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
63,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,60,United-States,>50K
38,Private, 7th-8th, Married-civ-spouse, White,Male,40,United-States,<=50K
29,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
33,Private, 9th, Married-civ-spouse, White,Male,40,United-States,<=50K
47,Private, 5th-6th, Separated, White,Female,40,El-Salvador,<=50K
30,Private, 9th, Divorced, White,Male,30,United-States,<=50K
35,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
54,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
26,Private, Masters, Never-married, Black,Male,50,United-States,<=50K
39,Private, HS-grad, Never-married, White,Male,54,United-States,<=50K
34,State-gov, HS-grad, Separated, White,Female,40,United-States,<=50K
55,Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander,Male,40,India,<=50K
33,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Male,76,United-States,>50K
17,Private, 7th-8th, Never-married, White,Male,36,Mexico,<=50K
27,Private, 10th, Never-married, White,Female,38,United-States,<=50K
53,Private, 9th, Married-civ-spouse, White,Male,41,United-States,>50K
43,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
22,Private, HS-grad, Never-married, Asian-Pac-Islander,Male,40,United-States,<=50K
52,Private, Bachelors, Divorced, White,Female,50,United-States,<=50K
60,Private, 7th-8th, Married-civ-spouse, White,Male,40,United-States,<=50K
55,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,65,United-States,>50K
39,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
29,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
41,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,50,United-States,>50K
61,Private, HS-grad, Widowed, White,Female,40,Puerto-Rico,<=50K
71,Federal-gov, 10th, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Private, Some-college, Never-married, White,Male,35,United-States,<=50K
33,Private, Bachelors, Never-married, White,Female,40,Canada,<=50K
52,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
40,Private, Some-college, Married-civ-spouse, Black,Male,40,United-States,>50K
26,Others, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
31,Local-gov, Prof-school, Married-civ-spouse, White,Male,99,Columbia,<=50K
42,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
63,Private, HS-grad, Married-civ-spouse, White,Male,21,United-States,<=50K
53,Private, 11th, Married-civ-spouse, White,Male,45,United-States,<=50K
34,State-gov, 10th, Married-civ-spouse, White,Male,40,United-States,>50K
48,Private, Some-college, Separated, White,Male,40,Honduras,<=50K
67,Others, Bachelors, Married-civ-spouse, White,Male,20,United-States,>50K
49,Private, HS-grad, Divorced, White,Female,24,United-States,<=50K
28,Local-gov, Bachelors, Never-married, White,Female,55,United-States,<=50K
51,Others, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
44,Private, Prof-school, Married-civ-spouse, White,Male,60,United-States,>50K
27,Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,40,Philippines,>50K
49,Private, 5th-6th, Married-spouse-absent, Asian-Pac-Islander,Female,20,Vietnam,<=50K
34,Private, 7th-8th, Never-married, White,Female,30,United-States,<=50K
27,Self-emp-not-inc, Bachelors, Never-married, White,Male,35,United-States,<=50K
38,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,36,United-States,<=50K
24,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
29,Private, Some-college, Never-married, White,Male,48,United-States,<=50K
39,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
50,Private, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
42,Private, HS-grad, Married-civ-spouse, White,Male,42,United-States,>50K
63,Others, HS-grad, Widowed, White,Female,7,United-States,<=50K
44,State-gov, Masters, Never-married, White,Female,40,United-States,<=50K
58,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
25,Private, Some-college, Never-married, White,Female,50,United-States,<=50K
23,Private, Some-college, Never-married, White,Female,35,United-States,<=50K
20,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
46,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,45,United-States,<=50K
21,Private, HS-grad, Never-married, White,Female,35,United-States,<=50K
63,Private, 10th, Separated, Black,Female,40,United-States,<=50K
38,Private, Assoc-acdm, Married-civ-spouse, White,Male,40,United-States,>50K
27,Private, Some-college, Married-civ-spouse, White,Male,55,United-States,<=50K
41,Private, Masters, Married-civ-spouse, White,Female,50,United-States,>50K
43,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
39,State-gov, Bachelors, Divorced, White,Male,40,United-States,<=50K
48,Others, 5th-6th, Divorced, White,Male,99,United-States,<=50K
56,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,45,United-States,>50K
44,State-gov, Doctorate, Married-civ-spouse, White,Male,60,United-States,<=50K
24,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
49,Private, Assoc-acdm, Divorced, White,Female,40,United-States,<=50K
38,Private, Assoc-voc, Married-civ-spouse, White,Male,70,Iran,<=50K
36,Self-emp-not-inc, HS-grad, Divorced, White,Male,35,United-States,<=50K
27,State-gov, Doctorate, Married-spouse-absent, White,Male,20,Others,<=50K
50,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
46,Private, Some-college, Never-married, White,Female,52,United-States,<=50K
41,Local-gov, Bachelors, Separated, White,Female,10,United-States,<=50K
45,Others, 11th, Divorced, Black,Female,16,United-States,<=50K
46,Private, 12th, Married-civ-spouse, White,Male,40,United-States,<=50K
65,Others, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,48,United-States,>50K
44,Private, Prof-school, Married-civ-spouse, White,Male,50,United-States,>50K
35,Private, Some-college, Divorced, White,Male,50,United-States,<=50K
44,Self-emp-not-inc, Assoc-acdm, Divorced, Black,Female,45,United-States,<=50K
51,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
74,Local-gov, 7th-8th, Widowed, White,Female,35,United-States,<=50K
32,Private, HS-grad, Never-married, White,Female,35,United-States,<=50K
22,Private, Some-college, Never-married, White,Female,30,United-States,<=50K
58,Others, 10th, Widowed, Black,Female,40,United-States,<=50K
47,Private, HS-grad, Divorced, Black,Female,40,United-States,<=50K
32,Private, 12th, Never-married, Asian-Pac-Islander,Male,40,United-States,<=50K
64,Federal-gov, Some-college, Widowed, White,Female,25,United-States,<=50K
44,Private, Masters, Divorced, White,Female,25,United-States,>50K
59,Private, Bachelors, Widowed, White,Male,40,United-States,>50K
34,Private, HS-grad, Married-civ-spouse, White,Female,35,United-States,<=50K
54,Private, Bachelors, Divorced, White,Male,40,Canada,>50K
33,Private, Some-college, Divorced, Black,Female,30,Dominican-Republic,<=50K
44,Private, 1st-4th, Married-civ-spouse, White,Female,60,United-States,<=50K
31,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
30,State-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
18,Private, 11th, Never-married, White,Male,17,United-States,<=50K
56,Self-emp-not-inc, Prof-school, Married-civ-spouse, White,Male,55,England,>50K
24,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
23,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
51,Private, 11th, Divorced, White,Male,40,United-States,<=50K
24,Private, Bachelors, Never-married, Black,Male,20,United-States,<=50K
39,Federal-gov, HS-grad, Never-married, Black,Male,40,United-States,<=50K
49,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
22,Others, HS-grad, Never-married, White,Male,40,United-States,<=50K
42,State-gov, Masters, Never-married, White,Male,45,United-States,<=50K
51,Local-gov, Masters, Separated, White,Male,39,United-States,>50K
20,Private, Some-college, Never-married, White,Female,24,United-States,<=50K
49,Private, 10th, Never-married, Black,Female,40,United-States,<=50K
31,Private, Prof-school, Married-civ-spouse, White,Male,50,United-States,>50K
41,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
35,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,>50K
20,Others, Some-college, Never-married, White,Male,30,United-States,<=50K
35,Private, Assoc-voc, Married-civ-spouse, White,Male,42,United-States,>50K
46,Private, Masters, Divorced, White,Female,8,United-States,<=50K
35,Private, HS-grad, Divorced, White,Female,60,United-States,<=50K
21,Private, Some-college, Never-married, White,Male,20,United-States,<=50K
45,Private, 12th, Divorced, White,Male,40,United-States,<=50K
37,Local-gov, Assoc-acdm, Married-civ-spouse, White,Male,40,United-States,>50K
45,Self-emp-inc, Assoc-acdm, Divorced, White,Female,40,United-States,<=50K
18,Private, 10th, Never-married, White,Male,24,United-States,<=50K
53,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,45,United-States,>50K
24,Local-gov, Bachelors, Never-married, White,Female,40,United-States,<=50K
35,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
28,Private, HS-grad, Married-civ-spouse, White,Male,40,Puerto-Rico,<=50K
50,Private, HS-grad, Married-civ-spouse, White,Male,56,United-States,>50K
38,Private, HS-grad, Divorced, White,Female,50,United-States,<=50K
34,Local-gov, HS-grad, Divorced, White,Male,40,United-States,<=50K
53,Private, Some-college, Married-civ-spouse, White,Male,32,United-States,>50K
